location_description,Area,Building,Campus,Company,Facility,Room,Site,location_full_name,test_type_code,test_type_desc,site_description,metric_nm,metric_id,group_map_json_obj
Ansatzbereitung Kabine 3,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Ansatzbereitung Kabine 3,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_217,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4167,"[{""location_description"":""Ansatzbereitung Kabine 3"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Ansatzbereitung Kabine 3"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_217"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Ansatzbereitung Kabine 3,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Ansatzbereitung Kabine 3,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_217,PERSON_AA,LI_PERS_MON_4,Personnel Monitoring,Alert level excursion rate,4168,"[{""location_description"":""Ansatzbereitung Kabine 3"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Ansatzbereitung Kabine 3"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_217"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_4"",""site_description"":""Personnel Monitoring""}]"
Sterilfüllraum 5 - Grade C,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Sterilfüllraum 5 - Grade C,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_222,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4169,"[{""location_description"":""Sterilfüllraum 5 - Grade C"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Sterilfüllraum 5 - Grade C"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_222"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse 1,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Personenschleuse 1,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_241,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4170,"[{""location_description"":""Personenschleuse 1"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_241"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Personenschleuse,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,Personenschleuse,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_248,PERSON_AA,LI_PERS_MON_6,Personnel Monitoring,Alert level excursion rate,4171,"[{""location_description"":""Personenschleuse"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Personenschleuse"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_248"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_6"",""site_description"":""Personnel Monitoring""}]"
Probeziehraum RKl.C,Clean Room Class C,Level 00,Linz,Takeda Global,Building 44,Probeziehraum RKl.C,"",TAK -> Linz -> LI44 -> LI44_00 -> Grade_C -> LI4400_C_L52,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4172,"[{""location_description"":""Probeziehraum RKl.C"",""Area"":""Clean Room Class C"",""Building"":""Level 00"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 44"",""Room"":""Probeziehraum RKl.C"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI44 -> LI44_00 -> Grade_C -> LI4400_C_L52"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
AL4128 - EMRA,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128 - EMRA,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128EMRA,TAP,LI_TAP_DISCONT,"EMRA TAP Position 5 (RKl.C, Grid 1C)",Alert level excursion rate,4173,"[{""location_description"":""AL4128 - EMRA"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128 - EMRA"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128EMRA"",""test_type_code"":""TAP"",""test_type_desc"":""LI_TAP_DISCONT"",""site_description"":""EMRA TAP Position 5 (RKl.C, Grid 1C)""}]"
AL4128 - EMRA,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,AL4128 - EMRA,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_AL4128EMRA,ACTIVEAIR_AA,LI_VIABAIR_TSA,EMRA EMPQ MAS rechts neben Ende Zufuhrstrecke DBA-SBA,Alert level excursion rate,4174,"[{""location_description"":""AL4128 - EMRA"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128 - EMRA"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_AL4128EMRA"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""EMRA EMPQ MAS rechts neben Ende Zufuhrstrecke DBA-SBA""}]"
AL4128 - EMRA,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128 - EMRA,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128EMRA,ACTIVEAIR_AA,LI_VIABAIR_TSA,"EMRA EMPQ MAS - DBA-S Mitte, links neben Partikelmessgerät",Alert level excursion rate,4175,"[{""location_description"":""AL4128 - EMRA"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128 - EMRA"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128EMRA"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""EMRA EMPQ MAS - DBA-S Mitte, links neben Partikelmessgerät""}]"
AL4128 - EMRA,Clean Room Class C,Level 02,Linz,Takeda Global,Building 33,AL4128 - EMRA,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128EMRA,SETTLE_AA,LI_PASAIR_VIABLE,"EMRA EMPQ Settle plate - DBA-S Mitte, links neben Partikelmessgerät",Alert level excursion rate,4176,"[{""location_description"":""AL4128 - EMRA"",""Area"":""Clean Room Class C"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128 - EMRA"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_C -> LI3302_C_AL4128EMRA"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""EMRA EMPQ Settle plate - DBA-S Mitte, links neben Partikelmessgerät""}]"
AL4128 - EMRA,Clean Room Class B,Level 02,Linz,Takeda Global,Building 33,AL4128 - EMRA,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_AL4128EMRA,SETTLE_AA,LI_PASAIR_VIABLE,EMRA EMPQ Settleplate – rechts neben Ende Zufuhrstrecke DBA-SBA,Alert level excursion rate,4177,"[{""location_description"":""AL4128 - EMRA"",""Area"":""Clean Room Class B"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128 - EMRA"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_B -> LI3302_B_AL4128EMRA"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""EMRA EMPQ Settleplate – rechts neben Ende Zufuhrstrecke DBA-SBA""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Transportbox 1. Boden innen,Alert level excursion rate,4178,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Transportbox 1. Boden innen""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Transportbox 1. Seite innen,Alert level excursion rate,4179,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Transportbox 1. Seite innen""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Transportbox 2. Boden innen,Alert level excursion rate,4180,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Transportbox 2. Boden innen""}]"
Monitoring-Vorbereitung,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Monitoring-Vorbereitung,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110,SURFACE_AA,LI_VIABSURF_TSA,Transportbox 2. Seite innen,Alert level excursion rate,4181,"[{""location_description"":""Monitoring-Vorbereitung"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Monitoring-Vorbereitung"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_110"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Transportbox 2. Seite innen""}]"
Laminal Flow 1819732 (R124),Clean Room Class B,Level 01,Linz,Takeda Global,Building 33,Laminal Flow 1819732 (R124),"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1819732,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4182,"[{""location_description"":""Laminal Flow 1819732 (R124)"",""Area"":""Clean Room Class B"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Laminal Flow 1819732 (R124)"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1819732"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Laminal Flow 1819733 (R124),Clean Room Class B,Level 01,Linz,Takeda Global,Building 33,Laminal Flow 1819733 (R124),"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1819733,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4183,"[{""location_description"":""Laminal Flow 1819733 (R124)"",""Area"":""Clean Room Class B"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Laminal Flow 1819733 (R124)"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1819733"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Laminal Flow 1819734 (R124),Clean Room Class B,Level 01,Linz,Takeda Global,Building 33,Laminal Flow 1819734 (R124),"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1819734,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4184,"[{""location_description"":""Laminal Flow 1819734 (R124)"",""Area"":""Clean Room Class B"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Laminal Flow 1819734 (R124)"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1819734"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Laminal Flow 1823880 (R123),Clean Room Class B,Level 01,Linz,Takeda Global,Building 33,Laminal Flow 1823880 (R123),"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1823880,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4185,"[{""location_description"":""Laminal Flow 1823880 (R123)"",""Area"":""Clean Room Class B"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Laminal Flow 1823880 (R123)"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1823880"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Laminal Flow 1823881 (R123),Clean Room Class B,Level 01,Linz,Takeda Global,Building 33,Laminal Flow 1823881 (R123),"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1823881,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4186,"[{""location_description"":""Laminal Flow 1823881 (R123)"",""Area"":""Clean Room Class B"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Laminal Flow 1823881 (R123)"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1823881"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Laminal Flow 1824281 (R107),Clean Room Class B,Level 01,Linz,Takeda Global,Building 33,Laminal Flow 1824281 (R107),"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1824281,PERSON_AA,LI_PERS_MON_2,Personnel Monitoring,Alert level excursion rate,4187,"[{""location_description"":""Laminal Flow 1824281 (R107)"",""Area"":""Clean Room Class B"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Laminal Flow 1824281 (R107)"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_B -> LI3301_B_1824281"",""test_type_code"":""PERSON_AA"",""test_type_desc"":""LI_PERS_MON_2"",""site_description"":""Personnel Monitoring""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,ACTIVEAIR_AA,LI_VIABAIR_TSA,im Bereich der Türe,Alert level excursion rate,4188,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""im Bereich der Türe""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,ORG,LI_Org ID (MOLD),im Bereich der Türe,Alert level excursion rate,4189,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""im Bereich der Türe""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,ACTIVEAIR_AA,LI_VIABAIR_TSA,vor dem Brutschrank,Alert level excursion rate,4190,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""vor dem Brutschrank""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,ORG,LI_Org ID (MOLD),vor dem Brutschrank,Alert level excursion rate,4191,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""vor dem Brutschrank""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,ACTIVEAIR_AA,LI_VIABAIR_TSA,vor dem Fenster,Alert level excursion rate,4192,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""vor dem Fenster""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,ORG,LI_Org ID (MOLD),vor dem Fenster,Alert level excursion rate,4193,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""ORG"",""test_type_desc"":""LI_Org ID (MOLD)"",""site_description"":""vor dem Fenster""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,SURFACE_AA,LI_VIABSURF_TSA,Tischplatte im Bereich der Türe,Alert level excursion rate,4194,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Tischplatte im Bereich der Türe""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,SURFACE_AA,LI_VIABSURF_TSA,Oberfläche oberhalb von Waschbecken,Alert level excursion rate,4195,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Oberfläche oberhalb von Waschbecken""}]"
Zellkultur 1,Clean Room Class G,Level 01,Linz,Takeda Global,Building 33,Zellkultur 1,"",TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124,SURFACE_AA,LI_VIABSURF_TSA,"Arbeitsfläche mittig, gegenüber Laminar Flow",Alert level excursion rate,4196,"[{""location_description"":""Zellkultur 1"",""Area"":""Clean Room Class G"",""Building"":""Level 01"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""Zellkultur 1"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_01 -> Grade_G -> LI3301_G_124"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Arbeitsfläche mittig, gegenüber Laminar Flow""}]"
