location_description,Area,Building,Campus,Company,Facility,Room,Site,location_full_name,test_type_code,test_type_desc,site_description,metric_nm,metric_id,group_map_json_obj
AL4126,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4126,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4126,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Fläche unterhalb der Pumpen,Action limit excursion rate,2500,"[{""location_description"":""AL4126"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4126"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4126"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Fläche unterhalb der Pumpen""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SETTLE_AA,LI_PASAIR_VIABLE,Aufrüsten unter LF / Ampulleneinlauf - Aufrüsten Sediplatte 1,Action limit excursion rate,2501,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Aufrüsten unter LF / Ampulleneinlauf - Aufrüsten Sediplatte 1""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SETTLE_AA,LI_PASAIR_VIABLE,Aufrüsten unter LF / Ampulleneinlauf - Aufrüsten Sediplatte 2,Action limit excursion rate,2502,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Aufrüsten unter LF / Ampulleneinlauf - Aufrüsten Sediplatte 2""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,ACTIVEAIR_AA,LI_VIABAIR_TSA,LF / Ampulleneinlauf - MAS Anfang,Action limit excursion rate,2503,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""LF / Ampulleneinlauf - MAS Anfang""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,LF / Ampulleneinlauf - MAS Anfang,Action limit excursion rate,2504,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""LF / Ampulleneinlauf - MAS Anfang""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,ACTIVEAIR_AA,LI_VIABAIR_TSA,LF / Ampulleneinlauf - MAS Mitte,Action limit excursion rate,2505,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""LF / Ampulleneinlauf - MAS Mitte""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,"Edelstahlfläche bei Einlauf, neben Sediplatten-Halterung",Action limit excursion rate,2506,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Edelstahlfläche bei Einlauf, neben Sediplatten-Halterung""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,"Edelstahlfläche bei Einlauf, neben Sediplatten-Halterung",Action limit excursion rate,2507,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Edelstahlfläche bei Einlauf, neben Sediplatten-Halterung""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,Balken oberhalb Füllnadeln,Action limit excursion rate,2508,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Balken oberhalb Füllnadeln""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Balken oberhalb Füllnadeln,Action limit excursion rate,2509,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Balken oberhalb Füllnadeln""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,Fläche im Bereich unterhalb der Pumpen,Action limit excursion rate,2510,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Fläche im Bereich unterhalb der Pumpen""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Fläche im Bereich unterhalb der Pumpen,Action limit excursion rate,2511,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Fläche im Bereich unterhalb der Pumpen""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,Fläche zwischen Pumpen und Heissluftabsaugung,Action limit excursion rate,2512,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Fläche zwischen Pumpen und Heissluftabsaugung""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Fläche zwischen Pumpen und Heissluftabsaugung,Action limit excursion rate,2513,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Fläche zwischen Pumpen und Heissluftabsaugung""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,"Fläche unter Sterilfilter, mittig",Action limit excursion rate,2514,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Fläche unter Sterilfilter, mittig""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,"Fläche unter Sterilfilter, mittig",Action limit excursion rate,2515,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Fläche unter Sterilfilter, mittig""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,RABS-Handschuh Fingerspitzen,Action limit excursion rate,2516,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""RABS-Handschuh Fingerspitzen""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,RABS-Handschuh Fingerspitzen,Action limit excursion rate,2517,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""RABS-Handschuh Fingerspitzen""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_TSA,RABS-Handschuh Unterarm,Action limit excursion rate,2518,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""RABS-Handschuh Unterarm""}]"
AL4127,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4127,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127,SURFACE_AA,LI_VIABSURF_ANAER_TSA,RABS-Handschuh Unterarm,Action limit excursion rate,2519,"[{""location_description"":""AL4127"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4127"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4127"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""RABS-Handschuh Unterarm""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Settleplate 1 - Position 1,Action limit excursion rate,2520,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Settleplate 1 - Position 1""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Settleplate 1 - Position 2,Action limit excursion rate,2521,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Settleplate 1 - Position 2""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SETTLE_AA,LI_PASAIR_VIABLE,Settleplate 1 - Position 3,Action limit excursion rate,2522,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SETTLE_AA"",""test_type_desc"":""LI_PASAIR_VIABLE"",""site_description"":""Settleplate 1 - Position 3""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,ACTIVEAIR_AA,LI_VIABAIR_TSA,Anfang - Position 1,Action limit excursion rate,2523,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Anfang - Position 1""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,Anfang - Position 1,Action limit excursion rate,2524,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""Anfang - Position 1""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,ACTIVEAIR_AA,LI_VIABAIR_TSA,Anfang - Position 2,Action limit excursion rate,2525,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Anfang - Position 2""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,Anfang - Position 2,Action limit excursion rate,2526,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""Anfang - Position 2""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,ACTIVEAIR_AA,LI_VIABAIR_TSA,Anfang - Position 3,Action limit excursion rate,2527,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_TSA"",""site_description"":""Anfang - Position 3""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,ACTIVEAIR_AA,LI_VIABAIR_ANAER_TSA,Anfang - Position 3,Action limit excursion rate,2528,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""ACTIVEAIR_AA"",""test_type_desc"":""LI_VIABAIR_ANAER_TSA"",""site_description"":""Anfang - Position 3""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Tischplatte unter Förderband im Bereich der De-Nesting Station,Action limit excursion rate,2529,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Tischplatte unter Förderband im Bereich der De-Nesting Station""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Tischplatte unter Förderband im Bereich der De-Nesting Station,Action limit excursion rate,2530,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Tischplatte unter Förderband im Bereich der De-Nesting Station""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,im Bereich hinter der Zentrierplatte bei Füllstation,Action limit excursion rate,2531,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""im Bereich hinter der Zentrierplatte bei Füllstation""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,im Bereich hinter der Zentrierplatte bei Füllstation,Action limit excursion rate,2532,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""im Bereich hinter der Zentrierplatte bei Füllstation""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Rahmen der Re-Nesting Station (seitlich),Action limit excursion rate,2533,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Rahmen der Re-Nesting Station (seitlich)""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_ANAER_TSA,Rahmen der Re-Nesting Station (seitlich),Action limit excursion rate,2534,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_ANAER_TSA"",""site_description"":""Rahmen der Re-Nesting Station (seitlich)""}]"
AL4128,Clean Room Class A,Level 02,Linz,Takeda Global,Building 33,AL4128,"",TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128,SURFACE_AA,LI_VIABSURF_TSA,Stopfenbunker seitlich,Action limit excursion rate,2535,"[{""location_description"":""AL4128"",""Area"":""Clean Room Class A"",""Building"":""Level 02"",""Campus"":""Linz"",""Company"":""Takeda Global"",""Facility"":""Building 33"",""Room"":""AL4128"",""Site"":"""",""location_full_name"":""TAK -> Linz -> LI33 -> LI33_02 -> Grade_A -> LI3302_A_AL4128"",""test_type_code"":""SURFACE_AA"",""test_type_desc"":""LI_VIABSURF_TSA"",""site_description"":""Stopfenbunker seitlich""}]"
